t,forward_bytes_per_sec,forward_packets_per_sec,flows_per_sec
2018-12-01 10:55:55,1922872.0257106014,4363.053097464718,42
2018-12-01 10:55:56,2671539.8886375134,6104.741722817447,42
2018-12-01 10:55:57,196195.41245990727,438.92839457650416,19
2018-12-01 10:55:58,58508.78559387464,143.1173643521349,17
2018-12-01 10:55:59,267378.72525155643,591.4842793091242,24
2018-12-01 10:56:00,426198.43538338837,992.9839556534512,18
2018-12-01 10:56:01,982601.8938840337,2237.9868137395097,30
2018-12-01 10:56:02,1802528.9738153599,4093.0040825960778,44
2018-12-01 10:56:03,2188733.1116067073,4987.5278559560575,48
2018-12-01 10:56:04,980195.8264062153,2249.0931567653943,33
2018-12-01 10:56:05,755240.4626394394,1743.7042659113058,26
2018-12-01 10:56:06,62621.21892759828,160.81807862013497,17
2018-12-01 10:56:07,660037.8645786555,1527.3449563481754,26
2018-12-01 10:56:08,53835.75004128515,98.75202959698662,28
2018-12-01 10:56:09,22665.368113237724,51.612795372564854,16
2018-12-01 10:56:10,141423.47447556432,320.9036612318491,18
2018-12-01 10:56:11,143349.45624752785,317.71767596778943,22
2018-12-01 10:56:12,768537.4927036008,1771.696449815179,25
2018-12-01 10:56:13,892490.6613553119,2023.5149619281578,31
2018-12-01 10:56:14,1029058.9635888808,2348.2510648336574,31
2018-12-01 10:56:15,1053399.9266727108,2392.9429309755187,37
2018-12-01 10:56:16,2109680.301387458,4802.856396398991,52
2018-12-01 10:56:17,1999174.5495261953,4569.429952933847,47
2018-12-01 10:56:18,1648765.929799111,3769.8756092256185,41
2018-12-01 10:56:19,2425695.070018524,5553.170171531896,46
2018-12-01 10:56:20,1758642.4465579286,4016.2619602023096,42
2018-12-01 10:56:21,1965195.9945399726,4512.797443399689,37
2018-12-01 10:56:22,1886750.7867165306,4320.43103968068,39
2018-12-01 10:56:23,2135229.343519363,4875.103376568848,44
2018-12-01 10:56:24,1781845.3445134417,4080.066256648145,37
2018-12-01 10:56:25,977305.0633480693,2221.599481999249,28
2018-12-01 10:56:26,696438.9815693665,1586.2216460053503,31
2018-12-01 10:56:27,192176.20177887563,458.8738312180262,17
2018-12-01 10:56:28,964424.3590204078,2189.2239612899198,29
2018-12-01 10:56:29,759417.0197547944,1722.2895552852897,31
2018-12-01 10:56:30,1315024.0023096781,2997.5591024037913,37
2018-12-01 10:56:31,951140.9625633827,2181.618636074486,23
2018-12-01 10:56:32,104833.13946756271,247.95275761862035,21
2018-12-01 10:56:33,8033.373200946457,40.513410696205156,15
2018-12-01 10:56:34,736178.545113334,1688.1262112706618,22
2018-12-01 10:56:35,177108.63165520248,393.379328140398,20
2018-12-01 10:56:36,289129.0649152405,654.4302162039452,20
2018-12-01 10:56:37,275562.722886255,648.4340809382447,19
2018-12-01 10:56:38,367627.0218433533,862.506921039084,24
2018-12-01 10:56:39,508889.5429519039,1170.7340762072738,22
2018-12-01 10:56:40,172688.21025027923,414.80715530247915,14
2018-12-01 10:56:41,1427773.3050663644,3275.7244598745688,28
2018-12-01 10:56:42,1979221.4066793895,4510.184364128734,39
2018-12-01 10:56:43,935131.7348049238,2129.7266857133636,27
2018-12-01 10:56:44,904179.8752589056,2049.683582595481,28
2018-12-01 10:56:45,1537851.2708226736,3520.1739651158605,31
2018-12-01 10:56:46,1558011.7218648242,3560.822625545045,38
2018-12-01 10:56:47,1368153.571750303,3142.2026371739203,32
2018-12-01 10:56:48,1139310.8499573919,2618.047749509161,28
2018-12-01 10:56:49,1485072.617550399,3399.5731114403934,31
2018-12-01 10:56:50,2148332.1765232035,4916.069525614298,39
2018-12-01 10:56:51,1781567.5901234758,4080.1078258535354,40
2018-12-01 10:56:52,840215.9356250127,1922.3062103003917,26
2018-12-01 10:56:53,603779.3676002998,1382.5784674086945,23
2018-12-01 10:56:54,957716.6019602107,2166.5768398608093,33
2018-12-01 10:56:55,1289847.4502986341,2941.624909531013,32
2018-12-01 10:56:56,886889.1731130638,2032.007444270546,25
2018-12-01 10:56:57,839216.4837145413,1930.6620519907683,31
2018-12-01 10:56:58,1139745.5044155763,2623.9727159682325,32
2018-12-01 10:56:59,1729131.5643458911,3967.524602070907,32
2018-12-01 10:57:00,1072863.198464105,2434.445803471739,37
2018-12-01 10:57:01,623102.3898720192,1448.3289834944783,22
2018-12-01 10:57:02,915907.4199977838,2099.8135178286734,24
2018-12-01 10:57:03,2718727.354746689,6167.393143078288,59
2018-12-01 10:57:04,2947093.857386229,6724.435645844356,50
2018-12-01 10:57:05,2586573.7238240642,5889.162668435043,44
2018-12-01 10:57:06,1097230.8200137848,2512.3149566536254,31
2018-12-01 10:57:07,1039568.2915853894,2406.1035979134135,27
2018-12-01 10:57:08,2315360.3140482875,5308.805765316918,43
2018-12-01 10:57:09,983926.1154594993,2252.468811509839,35
2018-12-01 10:57:10,1573238.1809114013,3626.976577990901,32
2018-12-01 10:57:11,1712104.2126213203,3926.197066218214,46
2018-12-01 10:57:12,2036251.9456333132,4670.141799794147,48
2018-12-01 10:57:13,2328862.077044181,5321.907870721285,47
2018-12-01 10:57:14,2250804.93936143,5142.193099594255,46
2018-12-01 10:57:15,3318970.8829624024,7586.152819780347,64
2018-12-01 10:57:16,2200610.0025844467,5049.226518118951,46
2018-12-01 10:57:17,3243567.0099924677,7427.597058133263,56
2018-12-01 10:57:18,2537197.09653196,5810.728296302452,45
2018-12-01 10:57:19,1630952.6095446383,3724.547457121369,37
2018-12-01 10:57:20,1433359.4968132365,3276.307652203015,43
2018-12-01 10:57:21,1989646.5121903312,4558.071634021125,41
2018-12-01 10:57:22,2707042.8841712526,6183.967204867819,50
2018-12-01 10:57:23,1034267.4159467784,2369.8177935367853,31
2018-12-01 10:57:24,1515786.6530378982,3454.5102254827375,38
2018-12-01 10:57:25,2632592.4701431408,6025.022707126454,54
2018-12-01 10:57:26,2442003.401934402,5589.239139614026,43
2018-12-01 10:57:27,3131759.688746587,7156.034732012197,52
2018-12-01 10:57:28,2912553.657384471,6654.4291850358995,51
2018-12-01 10:57:29,3217118.299283174,7356.111357951835,53
2018-12-01 10:57:30,2659631.7457561283,6079.7118798434085,50
2018-12-01 10:57:31,1747188.642224428,3985.842707620507,40
2018-12-01 10:57:32,966305.7701581185,2225.0994601616967,27
2018-12-01 10:57:33,2078554.4588935089,4737.098279829013,43
2018-12-01 10:57:34,1681484.0641332555,3820.9487257854,37
2018-12-01 10:57:35,2416079.705110152,5517.659851512672,42
2018-12-01 10:57:36,3109516.298763105,7093.3706534816165,49
2018-12-01 10:57:37,752726.4894081515,1753.2560008370285,20
2018-12-01 10:57:38,1373248.0117045492,3163.0563899421427,29
2018-12-01 10:57:39,1952149.0237174206,4434.208373333466,37
2018-12-01 10:57:40,2413748.70481812,5455.112478154372,45
2018-12-01 10:57:41,1656796.3069713179,3765.174634065099,36
2018-12-01 10:57:42,1891830.589183035,4304.200684740198,39
2018-12-01 10:57:43,1167335.2075016568,2657.2724511198585,31
2018-12-01 10:57:44,19057.621049271223,43.12595746088621,12
2018-12-01 10:57:45,179391.39435684297,424.053411225862,12
2018-12-01 10:57:46,62924.88220723072,166.87202049240273,11
2018-12-01 10:57:47,1245817.174526572,2848.764529564179,31
2018-12-01 10:57:48,1144375.2663628005,2605.522101829419,28
2018-12-01 10:57:49,1707810.245566172,3871.6991712187537,42
2018-12-01 10:57:50,512121.9004138268,1148.1224484619736,20
2018-12-01 10:57:51,22412.646717342854,48.63778096996461,13
2018-12-01 10:57:52,19812.646717342854,48.63778096996461,12
2018-12-01 10:57:53,7665.537499045623,39.785596377941864,11
2018-12-01 10:57:54,545391.7958883139,1262.7954622135128,20
2018-12-01 10:57:55,161943.96064463424,393.19835290889404,16
2018-12-01 10:57:56,229865.03356000513,520.0765010215607,19
2018-12-01 10:57:57,4895.625172378437,37.36826101558696,8
2018-12-01 10:57:58,35754.083118818155,63.45609886896716,16
2018-12-01 10:57:59,35703.86414749769,62.19403551304885,20
2018-12-01 10:58:00,22581.122425846603,50.029652906918855,13
2018-12-01 10:58:01,43092.93820538605,64.02952707327094,17
2018-12-01 10:58:02,22613.122425846603,52.029652906918855,15
2018-12-01 10:58:03,76372.9792632449,194.22198550977038,12
2018-12-01 10:58:04,22940.448489851,56.19093658326317,15
2018-12-01 10:58:05,34732.448489851,64.19093658326318,19
2018-12-01 10:58:06,7556.690660001706,55.11948468314383,14
2018-12-01 10:58:07,410440.1647198694,937.2295409210211,22
2018-12-01 10:58:08,283009.0213794119,621.6625918941124,24
2018-12-01 10:58:09,800414.9781191499,1824.1488572116987,25
2018-12-01 10:58:10,26404.97508642792,61.232951636482134,20
2018-12-01 10:58:11,31144.094691280865,53.01926099343004,17
2018-12-01 10:58:12,413038.08293355885,953.2849550267739,16
2018-12-01 10:58:13,542465.237230141,1239.6645318747785,19
2018-12-01 10:58:14,867917.735185278,1972.2911620807206,26
2018-12-01 10:58:15,770401.9941349982,1766.133935824067,20
2018-12-01 10:58:16,560952.8301517896,1257.794905340032,23
2018-12-01 10:58:17,16548.83015178961,47.79490534003212,13
2018-12-01 10:58:18,188815.24455048458,443.9091788075412,15
2018-12-01 10:58:19,1302940.1855039552,2952.723192269678,33
2018-12-01 10:58:20,740699.1777684011,1707.7617533525436,21
2018-12-01 10:58:21,1374049.1986104134,3135.875289532004,30
2018-12-01 10:58:22,1027371.2341934332,2350.5519934765243,26
2018-12-01 10:58:23,1470267.000289606,3357.1941873562414,35
2018-12-01 10:58:24,2077745.3820372864,4722.141292735692,45
2018-12-01 10:58:25,2647477.6094584195,6034.299180599988,46
2018-12-01 10:58:26,734338.6395032792,1652.0084111899303,25
2018-12-01 10:58:27,89032.62886414112,221.00429640140374,16
2018-12-01 10:58:28,2223529.8281012913,5081.898971216753,47
2018-12-01 10:58:29,1025263.5289369363,2343.8892046321853,29
2018-12-01 10:58:30,470003.017091144,1088.0597632204228,22
2018-12-01 10:58:31,1089777.8404533018,2503.644963864828,37
2018-12-01 10:58:32,2091617.1121194914,4799.176616439498,41
2018-12-01 10:58:33,909270.9048988875,2068.927197948979,39
2018-12-01 10:58:34,627209.1549624804,1454.0314021438603,21
2018-12-01 10:58:35,710131.1085155839,1621.4329177377533,29
2018-12-01 10:58:36,699123.2384436858,1601.519960606687,31
2018-12-01 10:58:37,284050.6789986623,653.3631968325888,23
2018-12-01 10:58:38,981601.4520313748,2253.178414542092,31
2018-12-01 10:58:39,1051983.2619417792,2401.7921187128113,31
2018-12-01 10:58:40,8207.01331757792,44.44343830766625,15
2018-12-01 10:58:41,177724.37238198618,424.71977691859286,20
2018-12-01 10:58:42,1613249.6523155638,3674.6800154306848,40
2018-12-01 10:58:43,1555159.7575163473,3559.368032601351,35
2018-12-01 10:58:44,434913.06055051874,1010.1897605822585,24
2018-12-01 10:58:45,655468.316523439,1482.5906592004576,29
2018-12-01 10:58:46,25366.770869562293,52.777025598517184,21
2018-12-01 10:58:47,4790.770869562294,36.993535350302345,12
2018-12-01 10:58:48,346894.8469104698,804.9274281453271,27
2018-12-01 10:58:49,11991.294993911266,43.34119529126774,15
2018-12-01 10:58:50,10125.167494661257,34.94193984517672,12
2018-12-01 10:58:51,1111633.8180217447,2538.7343274067293,25
2018-12-01 10:58:52,847239.1191215315,1933.0782117469007,25
2018-12-01 10:58:53,137217.4648859654,308.4122235180838,16
2018-12-01 10:58:54,971604.4404758436,2235.3218834398945,25
2018-12-01 10:58:55,920619.6472036124,2107.35214633579,26
2018-12-01 10:58:56,1533775.5582382563,3494.1561534271086,35
2018-12-01 10:58:57,2013798.2882497818,4610.954208450275,40
2018-12-01 10:58:58,1757293.1812888111,4035.559201176842,37
2018-12-01 10:58:59,1888255.6894938976,4334.83034493996,32
2018-12-01 10:59:00,2134331.959677927,4875.888655163629,38
